komentar;label
Ada yang punya pandangan beda soal cara ngajar di era digital? Share yuk!;neutral
Ngomongin reformasi pendidikan, apa aja sih tantangan terbesarnya menurut kalian?;neutral
Apakah infrastruktur sekolah udah siap buat nerapin teknologi baru? Ini PR juga ya.;neutral
Pentingnya literasi digital buat siswa zaman sekarang. Ada yang setuju?;neutral
Dana pendidikan kita itu sebenernya udah cukup belum sih buat semua inovasi ini?;neutral
Seberapa jauh peran orang tua dalam mendukung anak belajar coding di rumah?;neutral
Implementasi teknologi di kelas itu butuh persiapan matang. Gimana pendapat kalian?;neutral
Ada yang udah lihat contoh modul pembelajaran baru yang lagi dicoba?;neutral
Potensi dan tantangan pengenalan AI di jenjang SD/SMP perlu dikaji lebih dalam.;neutral
Konsep etika AI juga perlu dikenalkan sejak SD/SMP gak sih? Biar mereka paham tanggung jawabnya.;neutral
Sejauh mana teknologi dan fasilitas sekolah mendukung pembelajaran AI di usia dini?;neutral
Diskusi soal AI untuk SD/SMP ini harus libatkan praktisi industri juga nggak sih? Biar sesuai kebutuhan masa depan.;neutral
Fasilitas laboratorium komputer di sekolah SD/SMP kita udah memadai belum ya buat praktik AI?;neutral
Apakah ada kekhawatiran kalau pengenalan AI terlalu dini bisa membebani siswa? Perlu dipertimbangkan.;neutral
Konsep 'Computational Thinking' itu dasar buat AI, apakah sudah diajarkan optimal di SD/SMP?;neutral
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
